t,x1,x2,m_t,y_t
1,0.4967141530112327,0.324083969394795,-0.9967710854842964,1.4890329685167165
2,-0.13826430117118466,-0.38508228041631654,-1.0537808996164164,1.04688847295986
3,0.6476885381006925,-0.6769220003059587,-0.1665479654300683,3.3465224419657376
4,1.5230298564080254,0.6116762888408679,1.8999068800893446,5.695110633628689
5,-0.23415337472333597,1.030999522495951,1.972057558840149,2.7960278787583843
6,-0.23413695694918055,0.9312801191161986,1.1737839565989368,2.077554425882207
7,1.5792128155073915,-0.8392175232226385,0.8865476420369858,5.9267408838761835
8,0.7674347291529088,-0.3092123758512146,-1.4506732932446855,1.9478487011656491
9,-0.4694743859349521,0.33126343140356396,-1.623782115290135,-0.5930044393154144
10,0.5425600435859647,0.9755451271223592,-0.5483349579295497,1.4850690057515101
11,-0.46341769281246226,-0.47917423784528995,1.9717588752639061,3.659971726321445
12,-0.46572975357025687,-0.18565897666381712,1.9612937758382085,3.4112263268138774
13,0.24196227156603412,-1.1063349740060282,0.914753820421134,4.162765206975007
14,-1.913280244657798,-1.1962066240806708,0.9195558636856352,1.0066007959634753
15,-1.7249178325130328,0.812525822394198,-0.7103747922350829,-1.9477721989199908
16,-0.5622875292409727,1.356240028570823,0.28622381230056776,0.3578004955824505
17,-1.0128311203344238,-0.07201012158033385,1.6110608764265053,2.1494222931891365
18,0.3142473325952739,1.0035328978920242,1.7130093193087024,3.381553999887994
19,-0.9080240755212109,0.36163602504763415,0.3987265905218484,0.7473816572019247
20,-1.4123037013352915,-0.6451197546051243,1.1952621971913806,1.592902448872543
21,1.465648768921554,0.36139560550841393,0.13740466556023967,4.046761334535839
22,-0.22577630048653566,1.5380365664659692,-0.262938139647192,0.16796815645022906
23,0.06752820468792384,-0.03582603910995154,2.6880852231938372,4.818038361513684
24,-1.4247481862134568,1.5646436558140062,1.2409405340703232,-0.1478966699010673
25,-0.5443827245251827,-2.6197451040897444,-0.597353354994822,2.6818686414891997
26,0.11092258970986608,0.8219025043752238,-0.06812691214322522,1.4407349689213946
27,-1.1509935774223028,0.08704706823817122,-0.4902853419595923,-0.2864133626835836
28,0.37569801834567196,-0.29900735046586746,-2.122784943866173,0.6799679640250291
29,-0.600638689918805,0.0917607765355023,-1.7147130966081257,-0.689079752714735
30,-0.2916937497932768,-1.9875689146008928,-1.8039212609669628,1.3485932460238363
31,-0.6017066122293969,-0.21967188783751193,-1.2024607495032567,0.07071684242265763
32,1.8522781845089378,0.3571125715117464,-1.2321466714558609,3.2605805480981482
33,-0.013497224737933921,1.477894044741516,0.24192785095085484,1.039366778050741
34,-1.0577109289559004,-0.5182702182736474,0.21312127015157048,1.041171051336638
35,0.822544912103189,-0.8084936028931876,-0.9094193754761164,2.971192874993217
36,-1.2208436499710222,-0.5017570435845365,0.45068508457073114,1.020825244481827
37,0.2088635950047554,0.9154021177020741,-0.6489594047361372,0.9320142936093364
38,-1.9596701238797756,0.32875110965968446,-0.8491710299056365,-2.0516771034530477
39,-1.3281860488984305,-0.5297602037670388,1.216148695204456,1.6476777848704414
40,0.19686123586912352,0.5132674331133561,-0.5235153342898041,1.3611625730231962
41,0.7384665799954104,0.09707754934804039,-1.0111511932621422,2.018886637252541
42,0.1713682811899705,0.9686449905328892,0.17925654404454833,1.6613929734031927
43,-0.11564828238824053,-0.7020530938773524,0.7956548207408252,3.183824872260346
44,-0.3011036955892888,-0.3276621465977682,-0.48034184271911706,1.3301323311751645
45,-1.4785219903674274,-0.39210815313215763,-2.2338182979975993,-2.137914761043014
46,-0.7198442083947086,-1.4635149481321186,-1.0209596290620249,1.0700860168516073
47,-0.4606387709597875,0.29612027706457605,0.033581773571777274,1.105727395480435
48,1.0571222262189157,0.26105527217988933,0.15300180935041016,3.5298409309348724
49,0.3436182895684614,0.00511345664246089,0.531243657160625,3.0425803261993485
50,-1.763040155362734,-0.23458713337514692,-0.24309934622918222,-0.6999898725731655
