t,x1,x2,m_t,y_t
1,0.4967141530112327,0.324083969394795,-0.049838554274214825,2.435965499726798
2,-0.13826430117118466,-0.38508228041631654,-0.05268904498082083,2.0479803275954556
3,0.6476885381006925,-0.6769220003059587,-0.008327398271503415,3.5047430091243026
4,1.5230298564080254,0.6116762888408679,0.09499534400446723,3.8901990975438108
5,-0.23415337472333597,1.030999522495951,0.09860287794200745,0.9225731978602427
6,-0.23413695694918055,0.9312801191161986,0.05868919782994685,0.9624596671132172
7,1.5792128155073915,-0.8392175232226385,0.044327382101849305,5.084520623941048
8,0.7674347291529088,-0.3092123758512146,-0.07253366466223429,3.3259883297481005
9,-0.4694743859349521,0.33126343140356396,-0.08118910576450675,0.9495885702102139
10,0.5425600435859647,0.9755451271223592,-0.027416747896477474,2.0059872157845824
11,-0.46341769281246226,-0.47917423784528995,0.09858794376319532,1.786800794820734
12,-0.46572975357025687,-0.18565897666381712,0.09806468879191044,1.5479972397675792
13,0.24196227156603412,-1.1063349740060282,0.04573769102105669,3.29374907757493
14,-1.913280244657798,-1.1962066240806708,0.04597779318428176,0.1330227254621218
15,-1.7249178325130328,0.812525822394198,-0.03551873961175416,-1.272916146296662
16,-0.5622875292409727,1.356240028570823,0.014311190615028387,0.0858878738969111
17,-1.0128311203344238,-0.07201012158033385,0.08055304382132526,0.6189144605839565
18,0.3142473325952739,1.0035328978920242,0.08565046596543512,1.7541951465447265
19,-0.9080240755212109,0.36163602504763415,0.019936329526092422,0.3685913962061687
20,-1.4123037013352915,-0.6451197546051243,0.059763109859569036,0.45740336154073136
21,1.465648768921554,0.36139560550841393,0.006870233278011989,3.916226902253612
22,-0.22577630048653566,1.5380365664659692,-0.0131469069823596,0.41775938911506144
23,0.06752820468792384,-0.03582603910995154,0.1344042611596919,2.2643573994795387
24,-1.4247481862134568,1.5646436558140062,0.06204702670351618,-1.3267901772678743
25,-0.5443827245251827,-2.6197451040897444,-0.029867667749741096,3.2493543287342805
26,0.11092258970986608,0.8219025043752238,-0.003406345607161255,1.5054555354574586
27,-1.1509935774223028,0.08704706823817122,-0.024514267097979613,0.1793577121780291
28,0.37569801834567196,-0.29900735046586746,-0.10613924719330865,2.6966136606978934
29,-0.600638689918805,0.0917607765355023,-0.08573565483040628,0.9398976890629844
30,-0.2916937497932768,-1.9875689146008928,-0.09019606304834814,3.062318443942451
31,-0.6017066122293969,-0.21967188783751193,-0.06012303747516283,1.2130545544507514
32,1.8522781845089378,0.3571125715117464,-0.061607333572793035,4.431119885981216
33,-0.013497224737933921,1.477894044741516,0.012096392547542745,0.8095353196474289
34,-1.0577109289559004,-0.5182702182736474,0.010656063507578521,0.8387058446926459
35,0.822544912103189,-0.8084936028931876,-0.045470968773805825,3.8351412816955275
36,-1.2208436499710222,-0.5017570435845365,0.02253425422853655,0.5926744141396324
37,0.2088635950047554,0.9154021177020741,-0.03244797023680687,1.5485257281086668
38,-1.9596701238797756,0.32875110965968446,-0.042458551495281834,-1.2449646250426927
39,-1.3281860488984305,-0.5297602037670388,0.060807434760222795,0.49233652442620823
40,0.19686123586912352,0.5132674331133561,-0.02617576671449022,1.8585021405985103
41,0.7384665799954104,0.09707754934804039,-0.05055755966310711,2.9794802708515764
42,0.1713682811899705,0.9686449905328892,0.008962827202227413,1.4910992565608718
43,-0.11564828238824053,-0.7020530938773524,0.039782741037041255,2.4279527925565625
44,-0.3011036955892888,-0.3276621465977682,-0.024017092135955848,1.7864570817583256
45,-1.4785219903674274,-0.39210815313215763,-0.11169091489987995,-0.01578737794529464
46,-0.7198442083947086,-1.4635149481321186,-0.05104798145310123,2.039997664460531
47,-0.4606387709597875,0.29612027706457605,0.0016790886785888748,1.0738247105872467
48,1.0571222262189157,0.26105527217988933,0.007650090467520516,3.384489212051983
49,0.3436182895684614,0.00511345664246089,0.026562182858031254,2.5378988518967547
50,-1.763040155362734,-0.23458713337514692,-0.012154967311459113,-0.4690454936554423
